text,category
আমার বয়স ২২ বছর । গত ৭ আগস্ট পিরিয়ড হয়েছিল । এর পর আর পিরিয়ড হয়নি আমার । প্রেগন্যান্ট কিনা জানার জন্য ইউরিন টেস্ট করিয়েছিলাম । কিন্তু নেগেটিভ আসছে । পিরিয়ড হওয়ার জন্য ৭ দিন remens এই ঔষধ টআ খেয়েছিলাম কিন্তু এখনো পিরিয়ড হচ্ছে না । এমতাবস্থায় আমার করনীয় কি ?,symptoms
আমার ওয়াইফ 2 মাসের গর্ভবতী । corona vaccine তৃতীয় dose দেয়া যাবে কি ?,symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । প্রাথমিকভাবে এমব্রোক্স খাওয়াতে পারেন । বেশি করে বুকের দুধ খাওয়াতে হবে । না দেখে এই বয়সের বাচ্চাদের চিকিৎসা দেয়া কঠিন । আপনি একজন শিশু বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিন । ধন্যবাদ ।,medicine
Thanks for questioning daktarbhai . You should check first the size of the cyst . Please consult with a hepatologist . Thanks,doctor
আমার আজকে সকাল থেকে জ্বর ১০০ । দুপুরে পেরাসিটামোল টমেন টার্বো খেয়েছি । এতে ব্যাথা সামান্য কমলেও জ্বর কমেনি । আর এই মুহূর্তে জ্বর ১০২ . আমার সর্দি কাশি গলাব্যথা হাচি নেই । ঘ্রাণ এবং স্বাদ ও ঠিকাছে । উল্লেখ্য আমি গত ৯ . ৮ . ২১ এ ভ্যাকসিন নেয়ার ২ দিন গায়ে ব্যাথা ছিল কিন্তু গতকাল ছিলাম ফিট । আমাকে ফিল্ডওয়ার্ক করতে হয় এবং কিছু বৃষ্টির ফোঁটা মাথায় ও পরে । আমি এখন কি করব ? আমি একজন ব্র্যাক কর্মী ।,fever
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনার প্রশ্নটিতে আপনার রোগ সম্পর্কিত সকল তথ্য নেই । আপনি একজন Medicine Specialist এর সাথে যোগাযোগ করুন । ধন্যবাদ ।,doctor
আমার বাবার বয়স ৭০ . ওনার দীর্ঘদীন ধরেই কোষ্ঠকাঠিন্যের সমস্যা থাকার কারণে sinalax powder খাচ্ছে । গতদিন থেকে ওনার মলদ্বার হতে পায়খানা করার সময় রক্ত বের হচ্ছে । তবে আজ তুলণামূলকভাবে এটি অনেকটা কমেছে । এ নিয়ে আমরা দুশ্চিন্তা ও আতঙ্কের মধ্যে আছি । উনি দুবার মাইনর স্ট্রোক করার কারণে উনি স্বাভাবিক হাঁটা - - চলায় অনেকটাই অক্ষম । এখন এ ব্যাপারে দয়া করে পরামর্শ চাচ্ছি ।,emergency
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনার একটা আল্ট্রাসনোগ্রাম করা জরুরি । একটা সনোগ্রাফি করে একজন গাইনি বিশেষজ্ঞ চিকিৎসক এর পরামর্শ নিন ।,emergency
Thank you for your question Consult with a medicine specialist and act accordingly Thank you,doctor
Thanks for asking question . pls do covid - 19 test . Thanks,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি আধা ঘন্টা দাঁড়িয়ে থাকলে ১০ মিনিটের জন্য বসবেন । কোমড়ের ব্যায়াম করুন । গরম পানির সেক দিন । একজন অর্থোপেডিক্স ডাক্তারের পরামর্শ নিন । ধন্যবাদ,doctor
"ডাক্তার আমার জর , সর্দি এবং কাশি হয়েছে আজ ৩দিন । ভাইরাচ জনিত জর এই জন্য জর সারতেছে । এখন আমি কি পদক্ষেফ গ্রহন করতে পারি",fever
